ID,Distance,Date,SellerG,Propertycount,Car,Method,CouncilArea,Suburb,Bathroom,Regionname,Address,Type,Postcode,BuildingArea,Lattitude,Bedroom2,Landsize,YearBuilt,Longtitude,Rooms,Price
2602,15.0,10/12/2016,Nelson,1369.0,,PI,Banyule City Council,Yallambie,,Northern Metropolitan,4 Aminya Cr,h,3085.0,,,,,,,3.0,710000.0
2603,10.5,22/07/2017,Sweeney,4217.0,1.0,SP,Brimbank City Council,Sunshine North,2.0,Western Metropolitan,95A Berkshire Rd,t,3020.0,181.6,-37.76508,4.0,283.0,2005.0,144.83629,4.0,650000.0
2604,5.4,17/02/2018,Nelson,10331.0,,S,Boroondara City Council,Kew,,Southern Metropolitan,2/9 Peel St,u,3101.0,,,,,,,2.0,801000.0
2605,17.9,3/02/2018,Buxton,9758.0,3.0,SP,Bayside City Council,Cheltenham,2.0,Southern Metropolitan,10 Jells Rd,h,3192.0,,-37.96735,4.0,536.0,,145.08028000000002,4.0,1410000.0
2606,5.6,14/05/2016,Abercromby's,10331.0,2.0,S,Boroondara City Council,Kew,2.0,Southern Metropolitan,3 Oshaughnessy St,h,3101.0,190.0,-37.812,4.0,591.0,1910.0,145.0268,3.0,1905000.0
2607,14.7,24/02/2018,Greg,16166.0,2.0,SP,Wyndham City Council,Werribee,2.0,Western Metropolitan,48 Conquest Dr,h,3030.0,202.0,-37.8917,4.0,634.0,2003.0,144.66725,4.0,680000.0
2608,9.7,12/08/2017,Nelson,7809.0,2.0,S,Boroondara City Council,Balwyn North,1.0,Southern Metropolitan,26 Maylands Av,h,3104.0,,-37.798429999999996,3.0,638.0,,145.06728,3.0,1739000.0
2609,6.3,3/12/2016,Jellis,4836.0,2.0,S,Stonnington City Council,Armadale,2.0,Southern Metropolitan,7 Llaneast St,h,3143.0,150.0,-37.8614,,296.0,1889.0,145.0274,3.0,1939000.0
2610,13.5,17/09/2016,Brad,3464.0,4.0,S,Moonee Valley City Council,Airport West,3.0,Western Metropolitan,6 Kittyhawk St,h,3042.0,309.0,-37.7263,5.0,531.0,1980.0,144.8679,4.0,773000.0
2611,10.4,24/02/2018,Barry,2291.0,5.0,PI,Moonee Valley City Council,Niddrie,1.0,Western Metropolitan,94 Hotham Rd,h,3042.0,123.0,-37.7347,3.0,534.0,1950.0,,3.0,920000.0
2612,12.7,21/10/2017,Darren,4168.0,,S,Banyule City Council,MacLeod,,Northern Metropolitan,69 Yallambie Rd,h,3085.0,,,,,,,4.0,841000.0
2613,3.0,24/02/2018,Greg,2019.0,1.0,S,Port Phillip City Council,Middle Park,2.0,Southern Metropolitan,123 Hambleton St,h,3206.0,169.0,-37.84812,3.0,108.0,1890.0,144.9624,3.0,1720000.0
2614,8.0,10/12/2016,Nelson,9264.0,1.0,S,Moonee Valley City Council,Essendon,1.0,Western Metropolitan,2/4 Balmoral St,u,3040.0,,-37.7502,2.0,916.0,,144.9065,2.0,445000.0
2615,5.3,14/10/2017,McGrath,11364.0,1.0,PI,Darebin City Council,Northcote,1.0,Northern Metropolitan,48 Beavers Rd,h,3070.0,,-37.7663,2.0,,,144.9959,2.0,1050000.0
2616,14.2,3/03/2018,Roger,13366.0,,VB,Monash City Council,Mount Waverley,1.0,Eastern Metropolitan,58 Carrol Gr,h,3149.0,,-37.89179,3.0,795.0,,145.11338999999998,3.0,1050000.0
2617,7.0,4/03/2017,Jas,6543.0,2.0,SP,Maribyrnong City Council,Yarraville,2.0,Western Metropolitan,76 Bishop St,h,3013.0,206.0,-37.8139,4.0,244.0,2011.0,144.8741,4.0,1235000.0
2618,15.5,22/07/2017,Barry,6202.0,3.0,PI,Manningham City Council,Templestowe,3.0,Eastern Metropolitan,1 Saville Ct,h,3106.0,,-37.76084,5.0,767.0,,145.12675,5.0,1300000.0
2619,6.2,6/01/2018,Jellis,6482.0,,S,Boroondara City Council,Hawthorn East,,Southern Metropolitan,12/85 Pleasant Rd,u,3123.0,,,,,,,2.0,658000.0
2620,19.6,3/09/2017,Millership,10926.0,2.0,SP,Whittlesea City Council,Epping,1.0,Northern Metropolitan,4 Longwood Dr,h,3076.0,,-37.63923,3.0,654.0,,145.05306000000002,3.0,557500.0
2621,11.4,13/08/2016,hockingstuart,3540.0,2.0,SP,Banyule City Council,Rosanna,1.0,Eastern Metropolitan,1/249 Lower Plenty Rd,h,3084.0,,-37.7377,3.0,604.0,,145.0737,3.0,720000.0
2622,4.6,25/11/2017,Kay,7717.0,1.0,SP,Stonnington City Council,Prahran,2.0,Southern Metropolitan,29 Woodfull St,h,3181.0,194.0,-37.8513,3.0,261.0,1880.0,145.0089,3.0,3250000.0
2623,7.7,6/08/2016,Buxton/Advantage,8989.0,1.0,S,Port Phillip City Council,Elwood,1.0,Southern Metropolitan,9/63 Ormond Rd,u,3184.0,68.0,-37.8839,2.0,0.0,1960.0,144.9855,2.0,550000.0
2624,2.3,11/02/2017,Jellis,6821.0,2.0,S,Melbourne City Council,North Melbourne,2.0,Northern Metropolitan,15A Lothian St,t,3051.0,,-37.804,3.0,67.0,2005.0,144.9441,3.0,1300000.0
2625,17.5,17/02/2018,C21,2727.0,4.0,S,Kingston City Council,Clarinda,2.0,South-Eastern Metropolitan,12 Springs Rd,h,3169.0,149.0,-37.928509999999996,4.0,628.0,1955.0,145.10948,4.0,1150000.0
2626,5.3,24/06/2017,Jellis,11364.0,0.0,VB,Darebin City Council,Northcote,1.0,Northern Metropolitan,23 Leonard St,h,3070.0,,-37.78167,3.0,245.0,,145.01316,3.0,1275000.0
2627,8.2,28/10/2017,Nelson,3284.0,2.0,S,Moonee Valley City Council,Strathmore,2.0,Western Metropolitan,32A Hillsyde Pde,h,3041.0,295.0,-37.738490000000006,4.0,439.0,2003.0,144.92661,4.0,1370000.0
2628,6.6,10/12/2016,Village,2417.0,1.0,S,Maribyrnong City Council,Seddon,2.0,Western Metropolitan,15 Pentland Pde,h,3011.0,,-37.8087,4.0,299.0,1910.0,144.8952,4.0,1201000.0
2629,8.8,3/09/2016,Ray,14577.0,2.0,S,Darebin City Council,Preston,2.0,Northern Metropolitan,370 Gilbert Rd,h,3072.0,180.0,-37.7369,4.0,604.0,1920.0,144.9905,4.0,930000.0
2630,13.0,3/09/2016,hockingstuart,6795.0,,S,Glen Eira City Council,Bentleigh,,Southern Metropolitan,7a Porter Rd,t,3204.0,,,,,,,4.0,1230000.0
2631,3.4,19/08/2017,Jellis,5263.0,,SP,Melbourne City Council,Kensington,,Northern Metropolitan,83A Eastwood St,h,3031.0,,,,,,,3.0,1206000.0
2632,5.2,11/11/2017,Raine,7082.0,2.0,S,Moreland City Council,Brunswick West,2.0,Northern Metropolitan,29 Wales St,h,3055.0,146.0,-37.7561,3.0,506.0,1960.0,144.9422,3.0,1085000.0
2633,9.2,8/10/2016,Noel,10412.0,1.0,SP,Boroondara City Council,Glen Iris,1.0,Southern Metropolitan,7/69 Edgar St N,u,3146.0,65.0,-37.85,2.0,0.0,1970.0,145.0461,2.0,411000.0
2634,4.5,4/06/2016,Woodards,5533.0,2.0,S,Moreland City Council,Brunswick East,2.0,Northern Metropolitan,55 King St,h,3057.0,191.0,-37.7735,4.0,470.0,1940.0,144.9833,4.0,1550000.0
2635,9.4,19/11/2016,Nelson,1308.0,1.0,S,Moonee Valley City Council,Essendon North,2.0,Western Metropolitan,2/31 Greville St,u,3041.0,134.0,-37.7364,3.0,0.0,2002.0,144.8977,3.0,765000.0
2636,13.8,6/01/2018,Hodges,5454.0,1.0,S,Bayside City Council,Hampton,1.0,Southern Metropolitan,16 Kingston St,h,3188.0,,-37.932109999999994,3.0,,,145.01375,3.0,1006000.0
2637,0.0,21/10/2017,Sotheby's,17496.0,,VB,Melbourne City Council,Melbourne,,Northern Metropolitan,252/350 St Kilda Rd,u,3000.0,,,,,,,3.0,6500000.0
2638,10.1,23/09/2017,Woodards,7822.0,1.0,SP,Glen Eira City Council,Carnegie,3.0,Southern Metropolitan,248 Koornang Rd,h,3163.0,270.0,-37.894859999999994,4.0,,1927.0,145.05616,4.0,1600000.0
2639,7.2,21/10/2017,Biggin,4898.0,1.0,VB,Glen Eira City Council,Elsternwick,1.0,Southern Metropolitan,14 Hartington St,h,3185.0,,-37.89137,3.0,,,145.0105,3.0,1425000.0
2640,2.6,29/04/2017,Biggin,14949.0,1.0,S,Yarra City Council,Richmond,2.0,Northern Metropolitan,304/253 Bridge Rd,u,3121.0,,-37.8183,2.0,3512.0,2011.0,144.9979,2.0,630000.0
2641,12.6,22/05/2016,Bells,3755.0,2.0,S,Brimbank City Council,Sunshine,2.0,Western Metropolitan,6 Station Pl,h,3020.0,,-37.7905,4.0,465.0,1980.0,144.836,4.0,835000.0
2642,7.3,17/03/2018,Marshall,10412.0,2.0,VB,Boroondara City Council,Glen Iris,2.0,Southern Metropolitan,16 Nepean St,h,3146.0,,-37.8488,4.0,557.0,1930.0,145.05565,4.0,1900000.0
2643,13.8,19/08/2017,Buxton,10969.0,,S,Glen Eira City Council,Bentleigh East,,Southern Metropolitan,58 Latham St,h,3165.0,,,,,,,3.0,1165000.0
2644,14.3,18/11/2017,Buxton,2555.0,,PI,Kingston City Council,Moorabbin,,Southern Metropolitan,2/5 Rosebud Av,t,3189.0,,,,,,,3.0,850000.0
2645,14.7,23/09/2017,Ray,5424.0,2.0,S,Knox City Council,Wantirna,2.0,Eastern Metropolitan,38 Templeton St,h,3152.0,,-37.86231,4.0,601.0,,145.22633000000002,4.0,920000.0
2646,9.7,27/11/2016,Jellis,5682.0,3.0,VB,Boroondara City Council,Balwyn,2.0,Southern Metropolitan,47 Naroo St,h,3103.0,193.0,-37.8056,3.0,613.0,1943.0,145.0688,3.0,1750000.0
2647,9.8,28/05/2016,Barry,588.0,2.0,S,Moonee Valley City Council,Essendon West,2.0,Western Metropolitan,50 Ruby St,h,3040.0,,-37.7522,3.0,470.0,1968.0,144.88299999999998,3.0,1110000.0
2648,17.9,17/03/2018,Ray,10529.0,2.0,S,Whittlesea City Council,Mill Park,1.0,Northern Metropolitan,8 Northam Ct,h,3082.0,,-37.66795,3.0,644.0,,145.05018,3.0,625000.0
2649,4.6,16/04/2016,Biggin,7217.0,1.0,SP,Stonnington City Council,Toorak,1.0,Southern Metropolitan,719a Malvern Rd,h,3142.0,,-37.8493,3.0,266.0,,145.0134,3.0,1300000.0
2650,5.6,13/08/2016,Jellis,10331.0,3.0,S,Boroondara City Council,Kew,6.0,Southern Metropolitan,15 Barry St,h,3101.0,365.0,-37.8029,6.0,1334.0,1890.0,145.0267,6.0,6500000.0
2651,7.0,15/10/2016,Jas,6543.0,,SP,Maribyrnong City Council,Yarraville,,Western Metropolitan,203/109 Anderson St,u,3013.0,,,,,,,2.0,666300.0
2652,10.2,14/10/2017,Woodards,5457.0,,S,Boroondara City Council,Surrey Hills,,Southern Metropolitan,2/11 Union Rd,t,3127.0,,,,,,,4.0,1105000.0
2653,9.8,7/05/2016,Nelson,588.0,,SP,Moonee Valley City Council,Essendon West,,Western Metropolitan,24a Emerald St,t,3040.0,,,,,,,4.0,1120000.0
2654,9.7,28/05/2016,Paul,3284.0,,VB,Moonee Valley City Council,Strathmore,,Western Metropolitan,353a Mascoma St,u,3041.0,,,,,,,3.0,750000.0
2655,0.0,29/07/2017,,17496.0,,VB,Melbourne City Council,Melbourne,,Northern Metropolitan,113/55 Queens Rd,u,3000.0,,,,,,,3.0,750000.0
2656,5.6,25/02/2017,Marshall,10331.0,,PI,Boroondara City Council,Kew,,Southern Metropolitan,1/6 Ridgeway Av,t,3101.0,,,,,,,3.0,2350000.0
2657,6.3,,Sweeney,6543.0,1.0,S,Maribyrnong City Council,Yarraville,1.0,Western Metropolitan,33A Severn St,h,3013.0,84.0,-37.814809999999994,2.0,178.0,2013.0,144.88013,2.0,780000.0
2658,17.9,4/11/2017,Johnston,9758.0,2.0,S,Bayside City Council,Cheltenham,2.0,,11b Jean St,t,3192.0,161.0,-37.9615,3.0,,2017.0,145.0516,3.0,1011000.0
2659,7.9,9/12/2017,Jellis,5682.0,2.0,PI,Boroondara City Council,Balwyn,2.0,Southern Metropolitan,26 Clapham St,h,3103.0,180.0,-37.81214,4.0,,1940.0,145.09874,4.0,2035000.0
2660,8.0,7/11/2016,Greg,6380.0,0.0,SP,Hobsons Bay City Council,Williamstown,1.0,Western Metropolitan,19/8 The Strand,t,3016.0,,-37.8581,2.0,56.0,,144.9011,2.0,830000.0
2661,18.0,9/09/2017,Buckingham,2346.0,2.0,PI,Banyule City Council,Eltham North,2.0,Eastern Metropolitan,15 Marian Ct,h,3095.0,198.0,-37.68739,4.0,651.0,1990.0,145.14437,4.0,950000.0
2662,21.3,12/08/2017,Philip,3794.0,1.0,S,Maroondah City Council,Heathmont,1.0,Eastern Metropolitan,38 Daisy St,h,3135.0,,-37.82909,3.0,756.0,1961.0,145.233,3.0,1040000.0
2663,4.4,8/04/2017,Nelson,3593.0,1.0,S,Melbourne City Council,Flemington,1.0,Northern Metropolitan,11/300 Racecourse Rd,u,3031.0,96.0,-37.788000000000004,2.0,0.0,1890.0,144.9306,2.0,603000.0
2664,20.5,22/07/2017,RW,7969.0,2.0,S,Whittlesea City Council,South Morang,2.0,Northern Metropolitan,37 Grange Dr,h,3752.0,,-37.63947,4.0,639.0,,145.08562,4.0,810000.0
2665,13.0,18/06/2016,Nelson,8870.0,,SP,Moreland City Council,Glenroy,,Northern Metropolitan,1/12 Maude Av,t,3046.0,,,,,,,3.0,450000.0
2666,13.5,27/11/2016,Prof.,3464.0,2.0,S,Moonee Valley City Council,Airport West,1.0,Western Metropolitan,49 Roberts Rd,h,3042.0,,-37.7261,4.0,509.0,,144.8785,4.0,765000.0
2667,11.4,24/02/2018,Woodards,6795.0,4.0,S,Glen Eira City Council,Bentleigh,2.0,Southern Metropolitan,27 North Av,h,3204.0,,-37.9272,4.0,605.0,,145.03458,4.0,1660000.0
2668,15.5,14/10/2017,Pagan,5336.0,2.0,S,Brimbank City Council,Taylors Lakes,2.0,Western Metropolitan,18 Burnett Cl,h,3038.0,297.0,-37.692209999999996,4.0,997.0,2000.0,144.78208999999998,4.0,780000.0
2669,20.5,6/01/2018,RW,7969.0,2.0,S,Whittlesea City Council,South Morang,2.0,Northern Metropolitan,14 Elite Wy,h,3752.0,,-37.62717,4.0,,,145.06965,4.0,711000.0
2670,17.3,25/11/2017,Ray,5366.0,,VB,Bayside City Council,Beaumaris,,Southern Metropolitan,29 Oak St,h,3193.0,,,,,,,4.0,1950000.0
2671,7.8,16/07/2016,Bekdon,8920.0,1.0,S,Boroondara City Council,Camberwell,1.0,Southern Metropolitan,2/564 Riversdale Rd,u,3124.0,,-37.832,2.0,84.0,,145.0599,2.0,693000.0
2672,11.2,4/06/2016,Hodges,10579.0,1.0,S,Bayside City Council,Brighton,1.0,Southern Metropolitan,3/78 William St,u,3186.0,74.0,-37.9122,2.0,90.0,1960.0,145.0038,2.0,800000.0
2673,3.3,4/06/2016,hockingstuart,14887.0,1.0,SP,Melbourne City Council,South Yarra,1.0,Southern Metropolitan,20/30 Mona Pl,u,3141.0,73.0,-37.8368,2.0,0.0,1960.0,144.9857,2.0,572000.0
2674,13.9,20/05/2017,Buxton,10969.0,2.0,SP,Glen Eira City Council,Bentleigh East,2.0,Southern Metropolitan,1/22 Brooks St,t,3165.0,,-37.9167,3.0,301.0,2000.0,145.077,3.0,1055000.0
2675,23.2,3/06/2017,Ray,5030.0,2.0,S,Knox City Council,Bayswater,3.0,Eastern Metropolitan,12 Pindari Dr,t,3153.0,155.0,-37.8543,4.0,304.0,1970.0,145.25253,4.0,860000.0
2676,4.2,7/05/2016,Edward,5263.0,0.0,PI,Melbourne City Council,Kensington,1.0,Northern Metropolitan,67 Collett St,h,3031.0,104.0,-37.7923,3.0,234.0,1900.0,144.9332,3.0,1010000.0
2677,14.0,27/06/2016,Ray,3224.0,1.0,S,Monash City Council,Oakleigh,1.0,Southern Metropolitan,9 Winifred St,h,3166.0,,-37.8952,3.0,685.0,,145.1021,3.0,1124000.0
2678,16.1,14/10/2017,Buckingham,8524.0,2.0,S,Banyule City Council,Greensborough,2.0,Northern Metropolitan,11 Bullanoo Ct,h,3088.0,135.0,-37.68906,4.0,,1990.0,145.10708,4.0,925000.0
2679,,23/09/2017,hockingstuart,6543.0,1.0,S,Maribyrnong City Council,Yarraville,1.0,Western Metropolitan,2/367 Williamstown Rd,u,3013.0,73.0,-37.82347,2.0,,1975.0,144.88186000000002,2.0,515000.0
2680,5.2,21/10/2017,Barry,7082.0,,S,Moreland City Council,Brunswick West,,Northern Metropolitan,1/67 Everett St,t,3055.0,,,,,,,3.0,865000.0
2681,10.5,16/09/2017,Marshall,,3.0,S,Bayside City Council,Brighton,1.0,Southern Metropolitan,1 Airlie St,h,3186.0,110.0,-37.88879,3.0,287.0,1910.0,144.99833,3.0,1342000.0
2682,2.4,29/07/2017,Marshall,14949.0,1.0,VB,Yarra City Council,Richmond,1.0,Northern Metropolitan,5/33 Davison St,u,3121.0,43.7,-37.81317,1.0,0.0,1970.0,145.00834,1.0,330000.0
2683,2.6,11/02/2017,Jellis,2309.0,,VB,Melbourne City Council,Parkville,,Northern Metropolitan,2/86 Cade Wy,u,3052.0,,,,,,,2.0,500000.0
2684,6.5,12/06/2016,Barry,8870.0,3.0,S,Darebin City Council,Thornbury,,Northern Metropolitan,92 Speight St,h,3071.0,,-37.7633,2.0,491.0,,145.0169,2.0,970000.0
2685,20.8,9/09/2017,Paul,,4.0,VB,Greater Dandenong City Council,Springvale,1.0,South-Eastern Metropolitan,18 Silvan Av,h,3171.0,,-37.95962,3.0,,,145.14489,3.0,730000.0
2686,13.9,27/06/2016,Barry,2185.0,1.0,S,Brimbank City Council,Albion,1.0,Western Metropolitan,28 Selwyn St,h,3020.0,,-37.7806,2.0,497.0,,144.8159,2.0,541000.0
2687,13.9,10/12/2016,Sweeney,2185.0,1.0,S,Brimbank City Council,Albion,1.0,Western Metropolitan,60 Sydney St,h,3020.0,,-37.7801,3.0,706.0,,144.8229,3.0,720000.0
2688,9.9,18/03/2017,Brad,7485.0,2.0,S,Moreland City Council,Pascoe Vale,1.0,Northern Metropolitan,70 Derby St,h,3044.0,,-37.7304,3.0,650.0,,144.9463,3.0,983000.0
2689,7.7,6/08/2016,RT,1223.0,1.0,S,Hobsons Bay City Council,Spotswood,1.0,Western Metropolitan,10 Raleigh St,h,3015.0,112.0,-37.830999999999996,3.0,326.0,1991.0,144.8884,3.0,855000.0
2690,47.3,18/11/2017,Ray,17384.0,,SP,Cardinia Shire Council,Pakenham,,Eastern Victoria,5 Kara Ct,h,3810.0,,,,,,,4.0,525500.0
2691,12.0,24/02/2018,Stockdale,21650.0,,S,Darebin City Council,Reservoir,,Northern Metropolitan,3/127 Hickford St,u,3073.0,,,,,,,2.0,640000.0
2692,9.2,10/09/2016,Biggin,3873.0,,VB,Maribyrnong City Council,,,Western Metropolitan,17 Churchill Av,t,3012.0,,,,,,,2.0,440000.0
2693,6.7,17/06/2017,Raine,3445.0,,S,Darebin City Council,Coburg North,,Northern Metropolitan,3/16 Lorensen Av,t,3058.0,,,,,,,2.0,490000.0
2694,7.7,25/11/2017,Jellis,,,SP,Boroondara City Council,Camberwell,,Southern Metropolitan,4/28 Nevis St,u,3124.0,,,,,,,2.0,745000.0
2695,7.2,7/10/2017,Woodards,4898.0,,S,Glen Eira City Council,Elsternwick,,Southern Metropolitan,3/378 Glen Huntly Rd,u,3185.0,,,,,,,1.0,405000.0
2696,2.6,8/04/2017,Biggin,14949.0,1.0,SP,Yarra City Council,Richmond,1.0,Northern Metropolitan,308/633 Church St,u,3121.0,90.0,-37.833,3.0,0.0,1999.0,144.997,3.0,790000.0
2697,38.0,1/07/2017,O'Brien,17055.0,,S,Frankston City Council,Frankston,,South-Eastern Metropolitan,2/195 Beach St,u,3199.0,,,,,,,2.0,400000.0
2698,23.0,16/09/2017,RW,11925.0,2.0,S,Maroondah City Council,Croydon,1.0,Eastern Metropolitan,14 Venetian Ct,h,3136.0,139.0,-37.802440000000004,3.0,857.0,1960.0,145.29711,3.0,858000.0
2699,11.8,18/03/2017,Kay,2079.0,2.0,S,Boroondara City Council,Mont Albert,2.0,Eastern Metropolitan,12 Rostrevor Pde,h,3127.0,170.0,-37.8118,4.0,813.0,1938.0,145.1065,4.0,2335000.0
2700,7.9,24/09/2016,Nelson,5549.0,1.0,SP,Banyule City Council,Ivanhoe,1.0,Eastern Metropolitan,3/14 Merton St,u,3079.0,58.0,-37.7753,1.0,0.0,1992.0,145.0419,1.0,421000.0
2701,3.5,14/05/2016,Nelson,6244.0,1.0,S,Moreland City Council,Fitzroy North,2.0,Northern Metropolitan,70 Park St,h,3068.0,165.0,-37.7815,4.0,188.0,1900.0,144.9869,4.0,1785000.0
2702,16.0,29/07/2017,Buxton,4794.0,2.0,S,Bayside City Council,Highett,3.0,Southern Metropolitan,2 Dalmont St,h,3190.0,,-37.950520000000004,4.0,,,145.02551,4.0,1535000.0
2703,17.3,9/09/2017,Buxton,5366.0,2.0,S,Bayside City Council,Beaumaris,2.0,Southern Metropolitan,4/120 Tramway Pde,t,3193.0,,-37.98623,2.0,,,145.04406,2.0,865000.0
2704,5.4,26/08/2017,Kay,10331.0,2.0,PI,Boroondara City Council,Kew,2.0,Southern Metropolitan,16 Hodgson St,h,3101.0,0.0,-37.80795,5.0,668.0,2006.0,145.01474,5.0,3450000.0
2705,5.1,15/07/2017,Jas,,,S,,Footscray,,,2/16 Stafford St,u,3011.0,,,,,,,2.0,710000.0
2706,3.4,10/02/2018,Rendina,5263.0,,S,Melbourne City Council,Kensington,1.0,Northern Metropolitan,34 Gower St,h,3031.0,112.0,-37.79547,3.0,204.0,1890.0,144.92802,3.0,1115000.0
2707,13.0,22/08/2016,Nelson,8870.0,,S,Moreland City Council,Glenroy,,Northern Metropolitan,55 Paget Av,h,3046.0,,,,,,,3.0,582000.0
2708,1.2,4/03/2017,hockingstuart,8400.0,,S,Melbourne City Council,Southbank,,Southern Metropolitan,24/105 Southbank Bvd,u,3006.0,,,,,,,2.0,685000.0
2709,11.2,16/07/2016,Ray,21650.0,1.0,PI,Darebin City Council,Reservoir,1.0,Northern Metropolitan,2/14 Drysdale St,u,3073.0,64.0,-37.7295,2.0,90.0,1970.0,145.0243,2.0,330000.0
2710,4.6,17/03/2018,McGrath,7717.0,,S,Stonnington City Council,Prahran,,Southern Metropolitan,4/261 Dandenong Rd,u,3181.0,,,,,,,2.0,788000.0
2711,13.0,12/11/2016,Barry,8870.0,1.0,SP,Moreland City Council,Glenroy,1.0,Northern Metropolitan,9/11 Currajong St,u,3046.0,61.0,-37.711,2.0,0.0,1970.0,144.9178,2.0,250000.0
2712,11.2,15/10/2016,Marshall,8801.0,2.0,S,Stonnington City Council,Malvern East,2.0,Southern Metropolitan,2 Tennyson St,h,3145.0,243.0,-37.8771,4.0,526.0,1910.0,145.0505,4.0,2001000.0
2713,7.8,16/04/2016,Noel,8920.0,,PI,Boroondara City Council,Camberwell,,Southern Metropolitan,110 Rowell Av,h,3124.0,,,,,,,3.0,2200000.0
2714,20.8,17/02/2018,Biggin,7412.0,5.0,SP,Greater Dandenong City Council,Springvale,1.0,South-Eastern Metropolitan,48 Gray St,h,3171.0,,-37.938340000000004,3.0,743.0,,145.15965,3.0,1000000.0
2715,6.4,25/11/2017,Biggin,3873.0,,S,Maribyrnong City Council,Maidstone,,Western Metropolitan,20/15 Eucalyptus Dr,u,3012.0,,,,,,,2.0,421500.0
2716,3.3,3/09/2016,,14887.0,1.0,SP,Melbourne City Council,South Yarra,1.0,Southern Metropolitan,5/38 MacFarlan St,u,3141.0,86.0,-37.8393,2.0,0.0,2003.0,144.9886,2.0,722000.0
2717,10.3,18/06/2016,Nelson,1651.0,3.0,VB,Banyule City Council,Eaglemont,2.0,Eastern Metropolitan,14 Cumberland St,h,3084.0,322.0,-37.7612,3.0,871.0,1937.0,145.0676,4.0,2600000.0
2718,25.9,3/09/2017,HAR,7254.0,2.0,S,Nillumbik Shire Council,Doreen,2.0,Northern Victoria,6 Aria Ct,h,3754.0,,-37.595890000000004,4.0,387.0,,145.11364,4.0,555000.0
2719,12.6,8/04/2017,Barry,3755.0,1.0,S,,Sunshine,1.0,Western Metropolitan,,h,3020.0,,-37.7988,3.0,555.0,,144.822,3.0,651500.0
2720,12.7,3/06/2017,Miles,4168.0,,S,Banyule City Council,MacLeod,,,16 Jacka St,h,3085.0,,,,,,,3.0,1081000.0
2721,3.3,4/03/2017,hockingstuart,14887.0,1.0,S,Melbourne City Council,,1.0,Southern Metropolitan,8/18 Darling St,u,3141.0,64.0,-37.8374,2.0,0.0,1970.0,144.9918,2.0,535000.0
2722,1.6,22/08/2016,Jellis,4553.0,2.0,S,Yarra City Council,Collingwood,2.0,Northern Metropolitan,8/79 Oxford St,u,3066.0,159.0,-37.8042,2.0,0.0,1920.0,144.9845,3.0,1500000.0
2723,4.6,22/07/2017,Jellis,7717.0,1.0,VB,Stonnington City Council,Prahran,2.0,Southern Metropolitan,306/323 Dandenong Rd,u,3181.0,,-37.85973,2.0,0.0,,145.00925,2.0,570000.0
2724,24.7,9/12/2017,O'Brien,10894.0,2.0,SP,Greater Dandenong City Council,Dandenong,1.0,South-Eastern Metropolitan,27A King St,h,,,-37.98314,3.0,740.0,,145.21847,3.0,980000.0
2725,6.2,18/11/2017,Nelson,6232.0,,S,Moonee Valley City Council,Moonee Ponds,,Western Metropolitan,83 Holmes Rd,h,3039.0,,,,,,,5.0,2510000.0
2726,14.7,19/08/2017,hockingstuart,16166.0,2.0,S,Wyndham City Council,Werribee,2.0,Western Metropolitan,29 Briardale Dr,h,3030.0,141.0,-37.90419,3.0,536.0,1990.0,144.63761,3.0,490000.0
2727,12.7,15/07/2017,Nelson,4168.0,,S,Banyule City Council,MacLeod,,Northern Metropolitan,32b Jacka St,u,3085.0,,,,,,,2.0,770000.0
2728,25.0,25/11/2017,McGrath,9704.0,,SP,Knox City Council,Boronia,,Eastern Metropolitan,43 Interman Rd,h,3155.0,,,,,,,3.0,805000.0
2729,17.2,14/10/2017,McGrath,6871.0,,S,Whitehorse City Council,Mitcham,,Eastern Metropolitan,96 Brunswick Rd,h,3132.0,,-37.81872,,,,145.20427,2.0,635000.0
2730,8.7,28/08/2016,Biggin,4918.0,,SP,Maribyrnong City Council,Maribyrnong,3.0,Western Metropolitan,6 Ibis Pl,h,3032.0,215.0,-37.7847,3.0,270.0,2009.0,144.8962,4.0,1230000.0
2731,18.0,7/10/2017,Calder,2898.0,,S,Brimbank City Council,Delahey,1.0,Western Metropolitan,7 Granite Wy,h,3037.0,,-37.722159999999995,3.0,331.0,1995.0,144.76561,3.0,498000.0
2732,14.2,17/02/2018,,13366.0,2.0,S,Monash City Council,Mount Waverley,4.0,Eastern Metropolitan,21 Roland St,h,3149.0,209.0,-37.86032,4.0,327.0,2011.0,145.11546,4.0,940000.0
2733,6.3,18/11/2017,Village,6543.0,,S,Maribyrnong City Council,Yarraville,,Western Metropolitan,150 Roberts St,h,3013.0,,,,,,,4.0,1390000.0
2734,7.7,26/07/2016,Jas,1223.0,1.0,,Hobsons Bay City Council,Spotswood,1.0,Western Metropolitan,27 The Avenue,h,3015.0,134.0,-37.8277,3.0,320.0,1940.0,144.8841,3.0,1016000.0
2735,2.7,17/06/2017,Kay,14887.0,1.0,S,Melbourne City Council,South Yarra,1.0,Southern Metropolitan,37/12 Copelen St,t,3141.0,,-37.83543,2.0,0.0,,144.99907,2.0,1050000.0
2736,8.2,7/11/2016,Jas,5058.0,1.0,SP,Maribyrnong City Council,West Footscray,1.0,Western Metropolitan,2/705 Barkly St,u,3012.0,56.0,-37.7964,2.0,0.0,1965.0,144.8672,3.0,347000.0
